City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
375,Rabak,13.1809,32.74,85.46,23,1,9.08,clear sky
376,Meulaboh,4.1363,96.1285,83.73,71,100,4.38,overcast clouds
377,Kinkala,-4.3614,14.7644,71.91,88,100,2.95,overcast clouds
378,Arvika,59.6553,12.5852,34.5,98,100,5.1,overcast clouds
379,Richards Bay,-28.783,32.0377,80.04,67,100,7.85,overcast clouds
380,Malindi,-3.2175,40.1191,82.85,73,70,7.16,light rain
381,Darab,28.7519,54.5444,63.37,16,67,0.98,broken clouds
382,Inirida,3.8653,-67.9239,72.09,96,100,1.88,overcast clouds
383,Santo Angelo,-28.2992,-54.2631,73.85,64,100,2.21,overcast clouds
384,Norman Wells,65.282,-126.8329,-2.16,71,90,16.11,light snow
385,Ikalamavony,-21.15,46.5833,86.22,28,0,5.59,clear sky
386,Pervomayskoye,43.919,46.7102,45.63,64,96,21.14,overcast clouds
387,Termoli,41.9888,14.9895,49.1,65,5,19.33,clear sky
388,Dawei,14.0833,98.2,88.65,41,8,8.75,clear sky
389,Hammerfest,70.6634,23.6821,36.05,87,75,5.75,broken clouds
390,Qaanaaq,77.484,-69.3632,-2.38,70,0,4.72,clear sky
391,Dharchula,29.85,80.5333,62.46,25,100,4.99,overcast clouds
392,Siedlce,52.1677,22.2901,25.57,98,54,2.28,broken clouds
393,Ahipara,-35.1667,173.1667,66.81,96,100,7.09,overcast clouds
394,Vallenar,-28.5708,-70.7581,58.96,65,0,2.57,clear sky
395,Abnub,27.2696,31.1511,59.22,38,100,6.26,overcast clouds
396,Carmen,18.6333,-91.8333,78.21,79,27,9.17,scattered clouds
397,Leeton,-34.5667,146.4,92.89,18,0,5.75,clear sky
398,Jiexiu,37.0244,111.9125,41.79,29,0,6.31,clear sky
399,Aksu,41.1231,80.2644,30.97,45,91,2.24,overcast clouds
400,Glogow,51.6636,16.0845,38.7,100,100,5.53,overcast clouds
401,Tezu,27.9167,96.1667,76.66,30,0,3.6,clear sky
402,Chimbote,-9.0853,-78.5783,65.57,87,11,5.82,few clouds
403,Debre Sina,9.85,39.7667,55.89,60,86,7.09,overcast clouds
404,Smithers,54.7804,-127.1743,14.32,92,90,0.0,light snow
405,Barranca,-10.75,-77.7667,65.77,89,57,5.44,broken clouds
406,Akita,39.7167,140.1167,32.94,74,75,24.16,light shower snow
407,Paamiut,61.994,-49.6678,15.3,78,100,6.22,overcast clouds
408,Colesberg,-30.72,25.0972,73.13,49,71,14.43,broken clouds
409,General Roca,-39.0333,-67.5833,57.61,45,8,13.0,clear sky
410,Severo-Kurilsk,50.6789,156.125,32.43,86,100,6.26,overcast clouds
411,Roebourne,-20.7833,117.1333,98.91,25,0,20.15,clear sky
412,Mount Isa,-20.7333,139.5,105.57,6,2,5.75,clear sky
413,Kayerkan,69.3497,87.7602,-28.48,74,57,1.3,broken clouds
414,Mason City,43.1536,-93.201,38.08,61,0,11.83,clear sky
415,Mayumba,-3.432,10.6554,78.46,88,91,5.28,overcast clouds
416,Wanning,18.8003,110.3967,70.81,79,100,13.89,overcast clouds
417,Damietta,31.4165,31.8133,68.58,66,100,8.59,overcast clouds
418,Paita,-5.0892,-81.1144,66.65,84,34,6.58,scattered clouds
419,Kasongo-Lunda,-6.4667,16.8167,70.68,98,100,1.32,overcast clouds
420,North Battleford,52.7834,-108.2847,19.49,93,90,0.0,overcast clouds
421,Tilichiki,60.4667,166.1,1.99,93,100,21.63,snow
422,Langen,49.9933,8.6728,44.89,94,75,3.0,broken clouds
423,Batagay-Alyta,67.8006,130.4114,-37.64,98,44,5.12,scattered clouds
424,Zwedru,6.0667,-8.1281,73.36,93,14,0.67,few clouds
425,The Valley,18.217,-63.0578,80.1,76,96,22.77,overcast clouds
426,Shambu,9.5667,37.1,64.89,27,86,0.83,overcast clouds
427,Lekoni,-1.5843,14.2591,77.43,77,100,2.75,overcast clouds
428,Cayenne,4.9333,-52.3333,79.09,88,75,5.01,broken clouds
429,Waingapu,-9.6567,120.2641,86.11,69,100,5.1,overcast clouds
430,Shahreza,32.0339,51.8794,47.95,26,93,1.68,overcast clouds
431,Jaguariaiva,-24.2511,-49.7058,66.06,85,100,3.27,overcast clouds
432,Sona,45.4388,10.8255,40.32,86,0,5.75,clear sky
433,Aasiaat,68.7098,-52.8699,3.99,100,99,5.95,overcast clouds
434,Victoria Point,-27.5833,153.3,81.52,70,12,7.0,few clouds
435,Isangel,-19.55,169.2667,80.87,87,100,13.4,moderate rain
436,Hofn,64.2539,-15.2082,37.45,79,100,6.71,overcast clouds
437,Hobyo,5.3505,48.5268,82.51,66,44,23.82,scattered clouds
438,Ha Tinh,18.3333,105.9,65.82,87,100,7.16,overcast clouds
439,Mazagao,-0.115,-51.2894,78.85,96,100,3.4,overcast clouds
440,Mizdah,31.4451,12.9801,45.32,72,11,6.67,few clouds
441,Maunatlala,-22.597,27.6301,85.66,37,100,9.24,overcast clouds
442,Punta Alta,-38.8759,-62.0736,62.1,45,0,6.26,clear sky
443,Kushima,31.4583,131.2333,57.24,47,4,1.86,clear sky
444,Aosta,45.7667,7.4167,27.57,72,14,2.57,few clouds
445,Rupert,42.6191,-113.6772,46.29,39,90,24.16,overcast clouds
446,Severomuysk,56.1481,113.4267,-7.65,98,100,5.08,overcast clouds
447,Touros,-5.1989,-35.4608,81.5,76,10,12.37,clear sky
448,Yarada,17.65,83.2667,82.72,57,40,11.5,haze
449,Svobodnyy,51.4,128.1333,4.5,95,100,7.4,light snow
450,Gujranwala,32.1617,74.1883,59.05,20,6,3.49,clear sky
451,Teya,60.3778,92.6267,-1.5,96,99,0.25,overcast clouds
452,Akyab,20.15,92.9,81.81,46,0,9.69,clear sky
453,Pimenta Bueno,-11.6725,-61.1936,73.69,99,100,3.65,moderate rain
454,Tessalit,20.1986,1.0114,67.15,10,100,7.58,overcast clouds
455,Copiapo,-27.3667,-70.3333,55.09,79,0,2.21,clear sky
456,Mar Del Plata,-38.0023,-57.5575,61.88,68,0,5.01,clear sky
457,Puerto Rico,-26.796,-55.024,69.35,82,100,0.56,overcast clouds
458,Sorland,67.667,12.6934,40.86,84,77,9.17,broken clouds
459,Libertador General San Martin,-23.8064,-64.7876,72.66,95,93,1.74,overcast clouds
460,Katherine,-14.4667,132.2667,102.52,22,75,2.3,broken clouds
461,Mazamari,-11.3258,-74.5308,70.39,98,100,1.7,overcast clouds
462,Zhangye,38.9342,100.4517,27.91,31,0,1.86,clear sky
463,Grindavik,63.8424,-22.4338,39.67,93,75,9.22,broken clouds
464,Varkkallai,8.7341,76.7067,87.58,51,86,3.18,overcast clouds
465,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.04,84,85,6.96,light rain
466,Madang,-5.2246,145.7966,84.36,74,100,6.91,overcast clouds
467,Medicine Hat,50.0501,-110.6683,27.21,64,1,4.0,clear sky
468,Raudeberg,61.9875,5.1352,47.98,77,100,8.01,overcast clouds
469,Matara,5.9485,80.5353,82.99,78,96,12.88,overcast clouds
470,Osa,57.2829,55.4567,7.03,89,72,4.16,broken clouds
471,Ucluelet,48.9329,-125.5528,38.08,88,100,13.09,overcast clouds
472,Labuhan,-6.8844,112.2051,88.45,63,43,6.62,scattered clouds
473,Caravelas,-17.7125,-39.2481,73.45,94,99,4.85,overcast clouds
474,Mangrol,21.1167,70.1167,80.58,42,0,2.28,clear sky
475,Arlit,18.7369,7.3853,68.49,8,21,7.67,few clouds
476,Puerto Leguizamo,-0.1934,-74.7819,73.72,82,93,3.42,overcast clouds
477,Vardo,70.3705,31.1107,34.0,82,97,10.85,overcast clouds
478,Peace River,56.2501,-117.286,5.31,85,90,16.11,light snow
479,Samfya,-11.3649,29.5565,82.8,39,49,5.35,scattered clouds
480,Flinders,-34.5833,150.8552,73.18,64,0,5.7,clear sky
481,Tateyama,34.9833,139.8667,57.47,44,4,11.97,clear sky
482,Mayo,38.8876,-76.5119,42.13,60,1,1.01,clear sky
483,Roma,43.2128,-75.4557,41.86,62,100,11.41,overcast clouds
484,Homer,59.6425,-151.5483,12.07,67,1,0.0,clear sky
485,Luis Correia,-2.8792,-41.6669,79.14,80,87,13.31,overcast clouds
486,Puerto Madryn,-42.7692,-65.0385,57.33,66,19,6.4,few clouds
487,Belle Fourche,44.6714,-103.8522,47.71,35,7,8.48,clear sky
488,Young,-32.6833,-57.6333,67.23,85,100,7.11,light rain
489,Gabu,12.2833,-14.2167,68.29,54,43,2.28,scattered clouds
490,Doha,25.2867,51.5333,71.58,62,0,6.91,clear sky
491,Hitachi,36.6,140.65,51.55,49,0,20.8,clear sky
492,Visnes,59.3556,5.2242,48.81,93,75,20.71,light intensity drizzle rain
493,Arrifes,37.7667,-25.7,54.23,62,40,8.05,scattered clouds
494,Zyryanka,65.75,150.85,-30.24,96,100,9.33,overcast clouds
495,Poum,-20.2333,164.0167,79.36,89,100,16.64,overcast clouds
496,Cap Malheureux,-19.9842,57.6142,83.46,62,4,8.99,clear sky
497,Kamenskiy,50.8855,45.488,18.7,78,100,10.02,overcast clouds
498,Paris,48.8534,2.3488,49.14,96,90,1.01,overcast clouds
499,Beringovskiy,63.05,179.3167,14.59,86,100,25.99,light snow
500,Knysna,-34.0363,23.0471,68.38,88,93,3.36,light rain
501,Pemba,-12.974,40.5178,84.9,70,75,9.22,broken clouds
502,Bambanglipuro,-7.95,110.2833,85.14,66,31,10.71,scattered clouds
503,Langsa,4.4683,97.9683,84.09,71,63,4.99,broken clouds
504,Skelleftea,64.7507,20.9528,26.96,69,40,4.61,scattered clouds
505,Lagos,6.5833,3.75,80.92,84,22,1.45,few clouds
506,Southbridge,42.0751,-72.0334,38.84,53,0,1.99,clear sky
507,Radzyn Podlaski,51.7833,22.6167,29.05,96,13,4.52,few clouds
508,Kualakapuas,-3.0091,114.3876,80.76,75,77,5.46,moderate rain
509,Constitucion,-35.3333,-72.4167,49.78,70,0,5.99,clear sky
510,Moquegua,-17.1956,-70.9353,60.93,84,100,1.61,overcast clouds
511,Vostok,46.4856,135.8833,1.31,93,100,6.2,overcast clouds
512,Gat,31.61,34.7642,73.4,40,100,2.28,overcast clouds
513,Zhezkazgan,47.8043,67.7144,17.58,79,90,22.37,overcast clouds
514,Rundu,-17.9333,19.7667,75.65,66,98,3.27,overcast clouds
515,Zlynka,52.4267,31.7378,39.63,91,100,5.75,overcast clouds
516,Tura,25.5198,90.2201,74.75,42,0,3.18,clear sky
517,Samarai,-10.6167,150.6667,84.31,74,100,15.95,overcast clouds
518,Belaya Gora,68.5333,146.4167,-48.01,100,97,1.05,overcast clouds
519,Grosuplje,45.9556,14.6589,36.3,95,99,0.67,overcast clouds
520,Santos Reyes Nopala,16.1092,-97.1561,66.99,67,0,5.03,clear sky
521,Balabac,7.9868,117.0645,83.86,75,60,13.87,moderate rain
522,Glendive,47.1053,-104.7125,29.82,84,1,9.22,clear sky
523,Santa Fe,-31.6333,-60.7,69.03,93,100,1.01,light rain
524,Svetlogorsk,52.6333,29.7333,35.56,95,100,4.09,overcast clouds
525,Cambridge,43.3601,-80.3127,42.13,65,75,3.0,broken clouds
526,Plettenberg Bay,-34.0527,23.3716,67.14,93,94,5.73,light rain
527,Aksehir,38.3575,31.4164,47.82,73,0,5.55,clear sky
528,Tevaitoa,-16.7833,-151.5,81.36,73,100,11.12,overcast clouds
529,Muscat,23.6139,58.5922,77.02,53,0,3.6,clear sky
530,Laguna,38.421,-121.4238,53.1,90,90,4.0,moderate rain
531,Sabang,5.8933,95.3214,81.86,75,58,17.2,broken clouds
532,Nalut,30.3333,10.85,41.49,73,1,7.58,clear sky
533,Westport,41.1415,-73.3579,43.75,56,1,1.99,clear sky
534,Swift Current,50.2834,-107.8014,22.01,79,1,13.8,clear sky
535,Cochrane,51.1834,-114.4687,19.06,47,1,3.44,clear sky
536,Xinzhou,38.4092,112.7333,34.0,23,0,1.61,clear sky
537,Odweyne,9.4092,45.064,72.48,36,6,3.02,clear sky
538,Olinda,-8.0089,-34.8553,76.73,83,75,8.05,broken clouds
539,Sao Joao Da Barra,-21.6403,-41.0511,75.38,90,100,12.5,overcast clouds
540,Kumla,59.1277,15.1434,33.33,100,90,4.61,mist
541,La Romana,18.4273,-68.9728,76.73,95,14,10.69,few clouds
542,Omsukchan,62.5333,155.8,-8.68,99,100,9.69,overcast clouds
543,Chara,56.9064,118.2631,-7.13,91,99,0.27,overcast clouds
544,Biak,-0.9131,122.8766,84.11,72,100,3.22,overcast clouds
545,El Tigre,8.8875,-64.2454,71.96,92,79,8.05,broken clouds
546,Hami,42.8,93.45,27.09,37,6,3.11,clear sky
547,Prince Rupert,54.3161,-130.3201,35.29,80,75,9.22,broken clouds
548,Karratha,-20.7377,116.8463,97.56,29,0,21.65,clear sky
549,Channel-Port Aux Basques,47.5702,-59.1367,37.44,73,99,34.23,overcast clouds
550,Nata,8.3333,-80.5167,72.19,88,13,5.03,few clouds
551,Duku,11.2361,4.9073,73.58,21,100,4.38,overcast clouds
552,Maniitsoq,65.4167,-52.9,21.54,57,3,5.01,clear sky
553,Edd,13.9297,41.6925,84.92,42,0,14.83,clear sky
554,Lata,40.1629,-8.3327,54.01,87,2,4.63,clear sky
555,Remanso,-9.6179,-42.0831,75.34,67,93,8.34,overcast clouds
556,Ondjiva,-17.0667,15.7333,75.92,62,80,7.56,broken clouds
557,Bonfim,3.0833,-59.95,75.42,87,100,7.02,overcast clouds
558,Hoi An,15.8794,108.335,76.96,81,88,15.88,overcast clouds
559,Kilindoni,-7.9139,39.6668,80.89,70,6,4.23,clear sky
560,Coahuayana,18.7333,-103.6833,74.3,92,23,4.41,few clouds
561,Freeport,40.6576,-73.5832,43.97,54,1,7.0,clear sky
562,Aurdal,60.9242,9.4159,30.76,97,100,1.21,overcast clouds
563,Vila Franca Do Campo,37.7167,-25.4333,56.19,62,99,13.44,overcast clouds
564,Oktyabrskoye,43.0645,44.7417,30.34,92,90,6.71,overcast clouds
565,Huarmey,-10.0681,-78.1522,66.63,88,69,6.46,broken clouds
566,Auki,-8.7676,160.7034,81.21,88,100,9.91,overcast clouds
567,Asau,46.4333,26.4,36.39,82,100,2.98,overcast clouds
568,Sobolevo,54.4299,31.8996,31.89,99,100,3.24,snow
569,Snyder,32.7179,-100.9176,53.74,39,0,13.27,clear sky
570,San Jose,37.3394,-121.895,55.89,84,90,7.0,overcast clouds
571,Talcahuano,-36.7167,-73.1167,49.68,87,0,4.61,clear sky
572,Casablanca,33.5928,-7.6192,50.02,100,90,2.3,mist
573,Brae,60.3964,-1.353,46.31,79,100,39.46,overcast clouds
574,Sept-Iles,50.2001,-66.3821,30.63,69,40,9.22,scattered clouds
575,Santiago Del Estero,-27.7951,-64.2615,68.81,91,100,8.28,overcast clouds
576,Portree,57.4129,-6.1942,42.85,73,89,17.92,overcast clouds
577,Great Falls,47.5002,-111.3008,35.42,76,90,1.01,overcast clouds
578,Honningsvag,70.9821,25.9704,38.95,87,90,16.11,overcast clouds
579,Kigoma,-4.8769,29.6267,73.99,83,75,5.75,moderate rain
580,North Auburn,38.9313,-121.0819,46.92,93,90,17.27,mist
581,Jenks,36.0229,-95.9683,45.45,57,1,6.91,clear sky
582,Sheltozero,61.3667,35.3667,25.45,96,100,5.99,light snow
583,Severodvinsk,64.5635,39.8302,12.31,94,100,6.46,overcast clouds
584,Abu Samrah,35.3029,37.1841,59.77,41,100,5.79,overcast clouds
585,Kedrovyy,56.1667,91.8167,0.01,91,100,5.61,overcast clouds
586,Praxedis Guerrero,31.3667,-106.0167,47.79,51,7,1.48,clear sky
587,Consett,54.854,-1.8316,44.17,87,100,6.64,overcast clouds
588,Veraval,20.9,70.3667,80.92,43,0,2.26,clear sky
589,Orhei,47.3831,28.8231,42.8,91,99,8.48,overcast clouds
590,Nouadhibou,20.931,-17.0347,60.78,72,0,16.11,clear sky
591,La Gomera,14.0833,-91.05,71.65,86,0,4.76,clear sky
592,Skuratovskiy,54.1108,37.6011,27.03,84,100,9.55,light snow
593,Casper,42.8666,-106.3131,37.99,38,1,29.93,clear sky
594,Zaysan,47.4667,84.8667,18.27,95,100,2.42,light snow
595,Havelock,34.8791,-76.9013,45.93,67,0,4.09,clear sky
596,Watertown,42.3709,-71.1828,40.86,53,1,4.0,clear sky
597,San Quintin,30.4833,-115.95,48.43,80,22,1.28,few clouds
598,Inta,66.0317,60.1659,8.74,90,100,6.91,overcast clouds
599,Hamilton,39.1834,-84.5333,37.89,73,1,1.01,clear sky
600,Severo-Yeniseyskiy,60.3725,93.0408,-5.87,98,97,0.34,overcast clouds
601,Pasni,25.2631,63.471,75.25,25,4,11.45,clear sky
602,Grand Gaube,-20.0064,57.6608,83.37,60,6,14.0,clear sky
603,Molepolole,-24.4066,25.4951,66.34,68,100,16.2,overcast clouds
604,Pudozh,61.8099,36.5345,21.74,97,100,3.62,light snow
605,Porto De Moz,-1.7483,-52.2383,73.56,96,100,2.51,overcast clouds
606,Mugur-Aksy,50.35,90.5,14.77,83,99,2.71,overcast clouds
607,Avanigadda,16.0215,80.9181,86.14,66,100,10.8,overcast clouds
608,Fare,-16.7,-151.0167,80.44,75,100,7.94,light rain
609,Winslow,35.0242,-110.6974,39.0,39,5,3.47,clear sky
610,Ouegoa,-20.35,164.4333,77.72,92,100,6.62,overcast clouds
611,Paracuru,-3.41,-39.0306,81.1,76,74,11.92,broken clouds
612,Likhoslavl,57.1275,35.464,29.35,98,100,7.29,snow
613,Lamu,-2.2717,40.902,84.42,69,24,11.03,light rain
614,Port-Gentil,-0.7193,8.7815,80.67,79,100,3.36,overcast clouds
615,Terrace,54.5163,-128.6035,24.71,86,90,16.11,overcast clouds
616,Dakar,14.6937,-17.4441,73.53,68,100,4.61,overcast clouds
617,Koraput,18.8167,82.7167,72.61,50,100,4.85,overcast clouds
618,Lorengau,-2.0226,147.2712,84.63,77,100,13.82,overcast clouds
619,Lipin Bor,60.2622,37.9763,26.76,97,100,9.31,light snow
620,Bangkal,6.0667,121.0667,83.12,77,100,3.27,overcast clouds
621,Shu,43.5983,73.7614,44.33,56,100,4.47,overcast clouds
622,Katsuura,35.1333,140.3,55.44,43,4,11.95,clear sky
623,Saurimo,-9.6608,20.3916,71.11,89,100,3.6,overcast clouds
624,Gidam,18.9833,81.4,81.79,38,94,2.48,overcast clouds
625,Porto Novo,6.4965,2.6036,80.42,85,18,2.24,few clouds
626,Victor Harbor,-35.5667,138.6167,70.81,70,100,1.01,overcast clouds
627,Dunedin,-45.8742,170.5036,58.46,81,41,8.43,scattered clouds
628,Seoul,37.5683,126.9778,36.79,27,0,10.36,clear sky
629,Bairiki,1.3292,172.9752,82.4,74,40,9.22,scattered clouds
630,Byron Bay,-28.65,153.6167,78.91,66,0,13.24,clear sky
631,Pacific Grove,36.6177,-121.9166,55.42,84,90,7.0,overcast clouds
632,Birin,26.8865,88.0718,59.58,47,2,6.13,clear sky
633,Marsa Matruh,31.3525,27.2453,61.38,48,10,5.97,clear sky
634,Nago,26.5881,127.9761,68.07,65,87,15.84,overcast clouds
635,Ternate,0.8,127.4,83.44,76,14,10.71,few clouds
636,Lokhvytsya,50.3678,33.2602,35.56,71,100,9.8,overcast clouds
637,Svirstroy,60.7999,33.7248,25.83,97,100,3.69,light snow
638,Arucas,28.1198,-15.5233,59.77,80,24,7.49,few clouds
639,Port Blair,11.6667,92.75,82.94,64,100,16.33,overcast clouds
640,Cap-Aux-Meules,47.3821,-61.8597,35.62,64,21,25.32,few clouds
641,Saint Anthony,45.0205,-93.218,32.29,83,1,3.44,clear sky
642,Salawagan,7.7053,125.115,83.28,73,100,3.38,overcast clouds
643,Karpogory,64.0019,44.4451,8.42,98,100,4.38,overcast clouds
644,Lebyazhye,55.2689,66.4947,12.94,88,44,9.73,scattered clouds
645,Pimentel,-6.8367,-79.9342,65.98,85,74,8.39,broken clouds
646,Mandali,33.7499,45.5541,64.62,18,17,2.42,few clouds
647,Shubarkuduk,49.1447,56.4872,21.0,63,0,10.8,clear sky
648,Abdanan,32.9926,47.4198,60.26,19,73,4.94,broken clouds
649,Port Lincoln,-34.7333,135.8667,63.59,55,4,13.62,clear sky
650,Ivangorod,59.3716,28.2162,33.35,98,100,7.14,overcast clouds
651,Progreso,21.2833,-89.6667,75.11,83,5,10.25,clear sky
652,Gubkinskiy,64.434,76.5026,-25.38,87,11,7.92,few clouds
653,Tocopilla,-22.092,-70.1979,65.59,74,1,5.57,clear sky
654,San Jeronimo,-11.9472,-75.2829,48.16,90,78,1.21,broken clouds
655,Brazzaville,-4.2658,15.2832,73.76,94,20,3.44,few clouds
656,Yenagoa,4.9247,6.2642,80.82,82,91,3.56,overcast clouds
657,Krasnopavlivka,49.1372,36.3272,33.85,65,100,14.05,overcast clouds
658,Jiayuguan,39.8167,98.3,31.17,19,13,3.96,few clouds
659,Sumbe,-11.2061,13.8437,75.6,94,100,3.67,moderate rain
660,Ayame,5.6083,-3.1563,75.74,93,13,0.43,few clouds
661,San Blas,21.5167,-105.2667,68.81,88,19,3.22,few clouds
662,Filadelfia,39.9523,-75.1638,40.03,61,1,1.01,clear sky
663,Ersekcsanad,46.2535,18.9846,36.75,87,99,6.91,overcast clouds
664,Artesia,33.8658,-118.0831,56.32,82,1,4.61,clear sky
665,San Cataldo,37.4841,13.9854,46.0,81,3,4.03,clear sky
666,Shaowu,27.3409,117.4831,53.78,80,100,1.03,overcast clouds
667,Fallon,39.4735,-118.7774,46.92,55,90,9.22,overcast clouds
668,Hwange,-18.3693,26.5019,90.46,27,100,10.51,overcast clouds
669,Ballina,-28.8667,153.5667,78.98,68,1,13.8,clear sky
670,Buin,-33.7333,-70.75,61.74,71,0,1.05,clear sky
671,Ust-Karsk,52.7011,118.8077,7.18,95,91,0.76,overcast clouds
672,Ambilobe,-13.2,49.05,93.2,32,3,1.97,clear sky
673,Alekseyevskaya,50.2896,42.1845,21.74,45,100,15.28,overcast clouds
674,Namtsy,62.7161,129.6658,-34.49,99,100,3.22,overcast clouds
675,Przhevalskoye,55.5093,31.8482,32.2,99,100,2.24,overcast clouds
676,Northam,51.0333,-4.2167,53.02,95,100,17.02,overcast clouds
677,Shujaabad,29.8797,71.2931,64.45,16,1,1.92,clear sky
678,Kelso,46.1468,-122.9084,41.41,94,90,8.05,moderate rain
679,Mugumu,-1.85,34.7,78.66,37,88,10.33,overcast clouds
680,Mariental,-24.6333,17.9667,82.78,10,9,7.58,clear sky
681,Mumford,5.2618,-0.759,79.84,86,100,4.59,overcast clouds
682,Xinyu,27.8043,114.9334,54.55,57,100,4.92,overcast clouds
683,Conde,-7.2597,-34.9075,76.46,94,75,6.91,light rain
